station_id,latitude,longitude,elevation,state,name,first_year,last_year,nobs
CUM00078325,23.167,-82.35,50.0,,CASA BLANCA,1948,1995,8864
CUM00078355,21.4,-77.85,122.0,,CAMAGUEY,1948,1994,5786
CUM00078367,19.9,-75.217,56.0,,GUANTANAMO BAY NAS,1948,1991,23093
CUXUAE04834,23.1,-82.43,23.0,,VILLA SAN CRISTOBAL DE LA HABA,1937,1945,882
CVM00008589,14.9,-23.517,27.0,,PRAIA,1974,2006,123
CVM00008594,16.7419,-22.9489,54.1,,SAL,1950,2017,17887
CWM00091800,-9.017,-158.067,1.0,,USAF-DS3-632,1973,1994,7672
CWM00091801,-9.0,-158.05,1.0,,PENRHYN,1978,2008,8321
CWM00091830,-18.833,-159.767,4.0,,USAF-DS3-633,1973,1996,19264
CWM00091843,-21.2,-159.8167,7.0,,RAROTONGA,1968,2016,23633
CYM00017600,34.7194,32.4847,8.4,,PAPHOS AP,1973,2025,53857
CYM00017601,34.583,32.983,23.0,,AKROTIRI,1976,2001,17510
CYM00017603,34.683,32.817,113.0,,USAF-DS3-161,1970,1976,4391
CYM00017607,35.1408,33.3964,162.0,,ATHALASSA,1949,2025,38295
CYM00017609,34.8733,33.6172,9.8,,LARNACA AIRPORT,1978,2025,52096
CYM00017611,35.083,33.9,37.0,,USAF-DS3-163,1973,1977,1938
DAM00006030,57.1,9.867,3.0,,FLYVESTATION AALBOR,1967,1992,4824
DAM00006060,56.2933,9.1139,52.1,,FLYVESTATION KARUP,1999,2024,6064
DAM00006180,55.6333,12.6667,5.0,,KOBENHAVN/KASTRUP,1949,1962,8553
DAM00006181,55.767,12.533,40.0,,JAEGERSBORG,1962,2006,40591
DJM00063125,11.55,43.15,19.0,,DJIBOUTI,1973,1994,2487
DRM00078467,19.05,-69.3833,11.3,,SABANA DE LA MAR,1956,1962,4059
DRM00078486,18.4333,-69.8833,14.0,,SANTO DOMINGO,1962,2025,27634
ECM00084008,-0.9,-89.6,8.0,,SAN CRISTOBAL RADIOSONDA,1967,2018,3812
ECM00084111,-2.2,-81.0,8.0,,CHINCHIPE,1943,1945,601
ECM00084132,-0.9169,-75.4031,190.0,,NUEVO ROCAFUERTE,2015,2016,214
ECM00084203,-2.1581,-79.8839,6.0,,GUAYAQUIL AEROPUERTO,1957,2021,5622
EGM00062305,31.533,25.183,6.0,,SALLUM PLATEAU,1932,2000,5347
EGM00062306,31.3253,27.2217,29.0,,MERSA MATRUH,1934,2025,40619
EGM00062318,31.167,29.933,7.0,,ALEXANDRIA/NOUZHA,1947,1986,2335
EGM00062332,31.283,32.233,1.0,,PORT SAID/EL GAMIL,1973,1991,1814
EGM00062337,31.0733,33.8358,36.9,,EL ARISH,1950,2023,13407
EGM00062366,30.1333,31.5667,74.0,,CAIRO,1933,1960,6267
EGM00062378,29.8628,31.3492,139.3,,HELWAN,1920,2025,46296
EGM00062387,28.083,30.733,39.0,,MINYA,1973,1993,2596
EGM00062403,26.2003,32.7467,96.0,,SOUTH OF VALLEY UNIVERSITY,2003,2025,4872
EGM00062405,25.667,32.7,82.0,,LUXOR,1947,1990,7013
EGM00062414,23.9644,32.82,201.8,,ASSWAN,1936,2025,39090
EGM00062417,29.183,25.517,-13.0,,SIWA,1948,2000,7069
EGM00062420,28.333,28.867,128.0,,BAHARIA,1976,2000,5180
EGM00062423,27.0583,27.9892,82.2,,FARAFRA,1953,2023,9384
EGM00062432,25.5,28.967,106.0,,DAKHLA,1973,1999,4922
EGM00062435,25.45,30.533,78.0,,KHARGA,1948,1995,5223
EGM00062463,27.15,33.717,16.0,,HURGUADA,1949,1991,2188
EGXUAE04942,31.11,29.8,0.0,,DEKHEILA/AL DAKHELA,1937,1951,527
EGXUAE04946,25.5,29.02,138.0,,AL-DAKHLA,1948,1956,2591
EGXUAE04950,30.08,31.37,64.0,,ALMAZA,1937,1954,1084
EGXUAE04951,29.75,31.3,25.0,,AL-MINYA,1939,1956,4137
EGXUAE04953,28.37,28.93,220.0,,AL-WAHAT AL-BAHRIYA,1948,1956,1848
EGXUAE04956,27.2,31.12,51.0,,ASYUT,1935,1956,4165
EGXUAE04958,31.25,32.3,5.0,,BUR SAID,1939,1956,3793
EGXUAE04974,31.62,25.93,24.0,,SIDI BARRANI,1949,1956,1563
EIM00003953,51.9381,-10.2433,23.9,,VALENTIA OBSERVATORY,1949,2025,71581
ENM00026038,59.3981,24.6028,32.9,,TALLINN-HARKU,1947,2025,51327
ERM00063021,15.283,38.917,2325.0,,ASMARA,1977,1991,2299
ESM00078650,13.567,-89.833,15.0,,ACAJUTLA,1974,1975,185
ESM00078663,13.7,-89.117,621.0,,SAN SALVADOR/ILOPAN,1973,1976,689
ETM00063450,9.0333,38.75,2354.0,,ADDIS ABABA-BOLE,1958,2021,11768
ETM00063478,5.9,43.583,295.0,,GODE,1977,1988,237
EUM00061972,-22.333,40.333,12.0,,ILE EUROPA,1973,2001,7597
EZM00011518,50.1,14.2833,374.0,,PRAHA/RUZYNE,1949,1967,8770
EZM00011520,50.0078,14.4469,302.0,,PRAHA-LIBUS,1969,2025,72300
EZM00011722,49.08,16.62,195.0,,USAF-DS3-134,1996,2003,4519
EZM00011747,49.4525,17.1347,214.8,,PROSTEJOV,2003,2025,15670
FGM00081401,5.5,-54.033,4.0,,SAINT-LAURENT,1974,2001,3207
FGM00081405,4.8222,-52.3653,8.0,,CAYENNE MATOURY,1953,2025,30687
FGM00081408,3.883,-51.8,6.0,,SAINT GEORGES,1974,2000,2681
FGM00081415,3.633,-54.033,104.0,,MARIPASOULA,1974,2004,1329
FIM00002836,67.3667,26.6289,179.0,,SODANKYLA ARCTIC RESEARCH CENT,1920,2025,66832
FIM00002935,62.3975,25.6708,139.0,,JYVASKYLA AIRPORT,1957,2016,54064
FIM00002963,60.8139,23.4975,104.0,,JOKIOINEN OBSERVATORY,1957,2025,66606
FIM00002974,60.3167,24.9667,58.0,,HELSINKI/SEUTALA,1949,1956,4544
FIXUAC00035,60.2,24.92,47.0,,HELSINKI,1919,1942,1466
FIXUAE05506,64.22,27.73,140.0,,KAJAANI,1920,1921,181
FIXUAE05507,63.12,23.08,38.0,,KAUHAVA,1934,1935,611
FIXUAE05513,63.32,30.5,115.0,,LIEKSA,1934,1935,148
FIXUAE05520,60.57,28.63,25.0,,SUUR-MERIJOKI,1934,1935,418
FIXUAE05525,59.78,21.37,16.0,,UTO,1934,1935,674
FIXUAE05526,60.88,26.97,128.0,,UTTI,1934,1935,630
FJM00091650,-12.5,177.05,26.0,,ROTUMA,1973,1980,6835
FJM00091680,-17.75,177.45,13.0,,NADI AIRPORT,1949,2025,42774
FKM00088889,-51.82,-58.4481,74.0,,MOUNT PLEASANT AIRPORT,1990,2025,23952
FKM00088890,-51.7,-57.8667,51.0,,STANLEY,1948,1962,4603
FMM00091317,7.383,143.917,4.0,,WOLEAI ATOLL,1979,1979,106
FMM00091334,7.45,151.8333,3.0,,TRUK/CAROLINE IS.,1951,2025,48398
FMM00091348,6.95,158.2,38.0,,PONAPE/CAROLINE IS.,1950,2025,56061
FMM00091356,5.3333,163.0167,4.0,,KUSAIE/CAROLINES,1951,1958,1652
FMM00091413,9.4833,138.0667,15.0,,YAP/CAROLINE IS.,1949,2025,48149
FMM00091434,1.083,154.767,3.0,,KAPINGAMARANGI ATOL,1958,1979,487
FOM00006011,62.0231,-6.7647,54.0,,TORSHAVN,1949,2025,52582
FPM00091902,-4.05,-154.9833,7.0,,MALDEN ISLAND AF,1962,1962,274
FPM00091925,-9.8061,-139.0356,51.0,,HIVA-OA,1968,2025,29470
FPM00091928,-14.8,-138.817,2.0,,USAF-DS3-634,1973,1989,3703
FPM00091929,-16.45,-151.75,3.0,,BORA-BORA,1974,1999,11160
FPM00091931,-16.767,-153.95,2.0,,USAF-DS3-635,1973,1981,2249
FPM00091938,-17.5553,-149.6145,2.0,,TAHITI-FAAA,1957,2025,43325
FPM00091941,-14.95,-147.659,7.0,,RANGIROA,1978,1988,5720
FPM00091943,-14.4833,-145.0333,2.0,,TAKAROA ATOLL,1973,2009,17249
FPM00091944,-18.067,-140.95,3.0,,HAO,1971,1997,18187
FPM00091945,-19.9061,-144.9494,2.0,,HEREHERETUE,1973,2010,7609
FPM00091946,-20.7667,-138.55,2.0,,TUREIA,1970,1971,271
FPM00091948,-23.1303,-134.9653,91.0,,MANGAREVA,1970,2024,27624
FPM00091952,-21.817,-138.8,3.0,,MURUROA,1974,1997,6907
FPM00091954,-23.35,-149.4833,2.0,,TUBUAI ISLAND,1973,2010,19534
FPM00091958,-27.6183,-144.3347,2.0,,RAPA,1967,2025,29216
FRM00007005,50.133,1.833,77.0,,ABBEVILLE,1974,1976,116
FRM00007070,49.3,4.033,91.0,,REIMS,1974,1976,179
FRM00007110,48.4442,-4.4119,99.0,,BREST-GUIPAVAS,1940,2025,66134
FRM00007130,48.067,-1.733,37.0,,RENNES,1920,1996,1102
FRM00007145,48.7744,2.0097,167.0,,TRAPPES,1949,2025,60765
FRM00007180,48.6833,6.2167,225.0,,NANCY/ESSEY,1954,2010,32482
FRM00007190,48.55,7.6333,154.0,,STRASBOURG,1920,1952,1364
FRM00007222,47.15,-1.6,27.0,,NANTES,1973,1976,256
FRM00007255,47.067,2.367,161.0,,BOURGES,1973,2001,3475
FRM00007265,47.8,3.55,212.0,,AUXERRE,1974,1976,185
FRM00007280,47.267,5.083,222.0,,DIJON,1974,1990,234
FRM00007354,46.85,1.7167,164.3,,CHATEAUROUX,1957,1964,5082
FRM00007412,45.667,-0.317,30.0,,COGNAC,1974,1994,356
FRM00007434,45.867,1.183,402.0,,LIMOGES,1974,1976,190
FRM00007480,45.717,4.95,200.0,,LYON-BRON,1948,1975,10582
FRM00007481,45.7264,5.0778,250.0,,LYON-ST EXUPERY,1975,2011,35375
FRM00007510,44.8306,-0.6914,51.0,,BORDEAUX MERIGNAC,1920,2025,64936
FRM00007577,44.583,4.733,74.0,,MONTELIMAR,1973,1976,189
FRM00007602,43.467,-1.533,71.0,,BIARRITZ,1973,1976,1055
FRM00007603,43.683,-1.067,33.0,,DAX,1973,1977,328
FRM00007607,43.917,-0.5,60.0,,MONT-DE-MARSAN,1974,1976,166
FRM00007627,43.0,1.1,412.0,,SAINT GIRONS,1974,1976,158
FRM00007630,43.633,1.367,154.0,,TOULOUSE BLAGNAC,1973,1984,1937
FRM00007645,43.8569,4.4064,60.0,,NIMES-COURBESSAC,1949,2025,60216
FRM00007680,43.417,6.75,6.0,,SAINT-RAPHAEL,1982,1982,230
FRM00007690,43.65,7.2,4.0,,NICE,1973,1999,437
FRM00007761,41.9181,8.7928,6.0,,AJACCIO,1951,2025,49958
FRXUAC03602,48.07,5.03,310.0,,CHAUMONT,1953,1959,4616
FRXUAE05723,48.85,2.33,60.0,,PARIS,1920,1920,270
FSM00061996,-37.7953,77.5692,27.0,,MARTIN DE VIVIES,1951,2011,16637
FSM00061998,-49.3522,70.2433,29.0,,PORT-AUX-FRANCAIS,1968,2025,17709
GBM00064500,0.45,9.4167,12.0,,LIBREVILLE,1973,2024,14424
GBM00064501,-0.7,8.75,3.0,,PORT-GENTIL,1950,2002,10586
GBM00064510,2.083,11.483,599.0,,BITAM,1976,1986,483
GBM00064565,-1.533,13.267,572.0,,USAF-DS3-468,1973,1983,488
GGM00037260,43.017,41.033,118.0,,USAF-DS3-234,1947,1992,36991
GGM00037395,42.267,42.633,116.0,,KUTAISI,1973,1978,445
GGM00037409,42.133,43.033,148.0,,SAKARA,1975,1977,126
GGM00037484,41.633,41.6,32.0,,BATUMI,1968,1991,7554
GGM00037549,41.6833,44.95,467.0,,TBILISI/NOVOALEXEYE,1946,2004,30083
GHM00065418,9.5,-0.85,173.0,,TAMALE,1973,2008,1562
GHM00065467,4.883,-1.767,9.0,,TAKORADI,1973,1979,135
GHM00065472,5.6,-0.1667,68.0,,ACCRA/KOTOKA INTL,1973,1998,3276
GIM00008495,36.15,-5.35,3.0,,GIBRALTAR,1951,2015,52608
GLM00004202,76.533,-68.75,77.0,,PITUFFIK,1946,2024,50429
GLM00004220,68.7081,-52.8517,43.0,,AASIAAT (EGEDESMINDE),1950,2025,49755
GLM00004231,67.0,-50.8,46.0,,KANGERLUSSUAK,1946,1950,3155
GLM00004270,61.1667,-45.4167,34.0,,MITTARFIK NARSARSUAQ,1946,2025,58474
GLM00004310,81.6,-16.67,40.0,,NORD,1953,1972,10981
GLM00004320,76.7694,-18.6681,11.0,,DANMARKSHAVN,1950,2025,46722
GLM00004339,70.4844,-21.9511,70.0,,ITTOQQORTOORMIIT,1946,2025,31584
GLM00004340,70.42,-21.97,22.0,,KAP TOBIN,1949,1980,18381
GLM00004360,65.6111,-37.6367,54.0,,TASIILAQ (AMMASSALIK),1949,2025,48250
GLM00004417,72.5803,-38.4586,3255.0,,GEOSUMMIT,2012,2025,7641
GLXUA042705,63.43,-51.18,41.0,,MARRAK POINT,1947,1948,353
GLXUAC03499,65.93,-36.68,57.0,,IKATEQ,1946,1947,111
GLXUAC03509,77.23,-62.33,1704.0,,THULE,1954,1954,119
GLXUAE05845,71.17,-24.4,5.0,,OSTSTATION,1930,1931,106
GMM00010034,54.6333,9.35,20.0,,EGGEBECK,1949,1954,2824
GMM00010035,54.5333,9.55,47.0,,SCHLESWIG,1954,2025,72649
GMM00010046,54.383,10.15,31.0,,USAF-DS3-075,1969,1994,15248
GMM00010113,53.7139,7.1525,11.0,,NORDERNEY,2011,2025,10005
GMM00010122,53.5333,7.8833,7.0,,JEVER,1949,1952,872
GMM00010184,54.0978,13.4075,2.0,,GREIFSWALD,1950,2025,75949
GMM00010200,53.3894,7.2269,0.0,,EMDEN-FLUGPLATZ,1952,2011,46403
GMM00010238,52.8153,9.9247,70.0,,BERGEN,1969,2025,54002
GMM00010272,53.2,12.517,74.0,,USAF-DS3-082,1995,1998,4220
GMM00010304,52.7156,7.3175,19.0,,MEPPEN,1972,2025,25133
GMM00010307,52.267,7.433,78.0,,USAF-DS3-084,1971,1985,5346
GMM00010338,52.467,9.7,55.0,,USAF-DS3-085,1949,1997,44613
GMM00010384,52.483,13.417,46.0,,USAF-DS3-086,1941,1993,30570
GMM00010393,52.2167,14.1167,112.0,,LINDENBERG,1905,2025,110834
GMM00010404,51.733,6.267,43.0,,KALKAR,1971,1978,3052
GMM00010410,51.4056,6.9686,153.0,,ESSEN-BREDENEY,1965,2025,62129
GMM00010419,51.2333,7.6,458.0,,LUDENSCHEID,1949,1952,1004
GMM00010437,51.13,9.28,223.0,,USAF-DS3-091,1977,2007,21333
GMM00010454,51.85,10.7667,234.0,,WERNIGERODE,1950,1964,9806
GMM00010468,51.55,12.0667,106.0,,OPPIN,2000,2006,3700
GMM00010486,51.11,13.67,249.0,,USAF-DS3-096,1950,2000,40166
GMM00010513,50.8667,7.1333,91.0,,KOLN/BONN,1962,1965,1759
GMM00010533,50.6,8.733,152.0,,USAF-DS3-099,1982,1989,1142
GMM00010548,50.5617,10.3772,450.0,,MEININGEN,1969,2025,63519
GMM00010610,49.95,6.57,367.0,,BITBURG,1954,1959,3760
GMM00010618,49.6928,7.3264,376.0,,IDAR-OBERSTEIN,1971,2025,60727
GMM00010619,49.65,7.3,426.0,,BAUMHOLDER (USA-AF),1974,1989,1342
GMM00010633,50.05,8.33,139.0,,WIESBADEN,1946,1957,9837
GMM00010639,50.017,8.667,135.0,,LANGEN,1973,1975,349
GMM00010640,50.11,8.73,112.0,,USAF-DS3-105,1995,1996,138
GMM00010642,50.167,8.95,112.0,,USAF-DS3-106,1969,1989,804
GMM00010643,49.95,8.967,131.0,,USAF-DS3-107,1982,1988,257
GMM00010657,49.767,9.483,338.0,,USAF-DS3-109,1972,1989,422
GMM00010659,49.75,10.2,212.0,,USAF-DS3-110,1971,1985,631
GMM00010687,49.7,11.95,414.0,,GRAFENWOEHR,1970,1992,3151
GMM00010729,49.517,8.55,100.0,,USAF-DS3-113,1995,1996,296
GMM00010739,48.8333,9.2,314.0,,STUTTGART/SCHNARRENBERG,1957,2025,67766
GMM00010763,49.5,11.083,319.0,,USAF-DS3-116,1975,1977,484
GMM00010764,49.383,11.167,386.0,,FEUCHT(USA-AF),1979,1990,1528
GMM00010771,49.4283,11.9022,417.0,,KUEMMERSBRUCK,1969,2025,56996
GMM00010828,48.1,9.25,646.0,,USAF-DS3-120,1995,2007,7537
GMM00010862,48.75,11.8,404.0,,USAF-DS3-124,1974,1984,1002
GMM00010866,48.354,11.786,453.0,,MUNICH/RIEM,1946,1976,20686
GMM00010868,48.2442,11.5525,484.0,,MUENCHEN-OBERSCHLEISSHEIM,1976,2025,55026
GMM00010921,47.983,8.9,807.0,,USAF-DS3-126,1971,1994,13874
GMM00010934,47.65,9.4833,407.0,,FRIEDRICHSHAFEN,1909,1954,1299
GMM00010954,47.8342,10.8667,756.0,,ALTENSTADT,1977,2025,20623
GMM00010962,47.8019,11.0119,977.0,,HOHENPEISSENBERG,1982,2025,4443
GMXUAC00001,48.02,7.83,268.0,,FREIBURG,1940,1942,1516
GMXUAC00002,49.75,6.98,273.0,,TRIER,1939,1940,220
GMXUAC00006,51.02,11.03,320.0,,ERFURT,1939,1942,465
GMXUAE05645,53.58,6.68,0.0,,BORKUM,1919,1920,184
GMXUAE05685,53.62,9.98,17.0,,HAMBURG,1910,1920,1104
GMXUAE05751,54.67,9.4,24.0,,TARP,1919,1920,177
GOM00061968,-11.583,47.283,3.0,,ILES GLORIEUSES,1973,2000,7379
GPM00078897,16.2639,-61.5164,11.0,,LE RAIZET AERO,1952,2025,42976
GQM00091212,13.4767,144.7944,75.4,,WEATHER FORECAST OFFICE,1945,2025,65215
GRM00016622,40.5272,22.9714,6.7,,THESSALONIKI (AIRPORT),1955,2025,28767
GRM00016716,37.8897,23.7417,43.1,,ATHINAI HELLINIKON,1949,2025,62488
GRM00016754,35.3353,25.1819,35.0,,HERAKLEION (AIRPORT),1964,2025,40627
GTM00078637,15.717,-88.6,1.0,,PUERTO BARRIOS,1974,1978,639
GTM00078641,14.5333,-90.5667,1496.3,,GUATEMALA CITY,1973,1990,5620
GTM00078647,13.917,-90.817,2.0,,SAN JOSE,1974,1978,1220
GVM00061831,9.5667,-13.6167,49.0,,CONAKRY,1940,2000,13759
GVXUAAW1809,11.3167,-12.3,1025.0,,LABE,1953,1957,3485
GVXUAAW1820,10.3667,-12.0833,782.0,,MAMOU,1949,1953,2746
GVXUAAW1829,10.3833,-9.3,377.0,,KANKAN,1945,1957,11475
HKM00045004,22.3272,114.1686,24.0,,KOWLOON,1949,2025,86903
HMM00094997,-53.1,73.7167,13.0,,HEARD IS.(THESPIT),1948,1954,2295
HOM00078501,17.4,-83.9333,11.3,,SWAN ISLAND,1948,1980,22712
HOM00078720,14.05,-87.25,1002.0,,TEGUCIGALPA,1976,1997,5493
HOM00078721,14.3667,-87.6167,628.0,,SOTO CANO AB,2008,2012,298
HOW00011816,13.3,-87.1833,49.1,,CHOLUTECA,1973,1975,767
HRM00013150,45.167,18.0,88.0,,USAF-DS3-142,1973,1975,177
HRM00013209,44.9,13.917,67.0,,USAF-DS3-143,1982,1982,233
HRM00013334,43.517,16.433,128.0,,USAF-DS3-146,1956,1989,4568
HRM00014240,45.8219,16.0336,123.0,,ZAGREB/MAKSIMIR,1955,2025,48317
HRM00014430,44.0969,15.3403,78.0,,ZADAR RS,1982,2025,14946
HUM00012812,47.267,16.633,221.0,,SZOMBATHELY,1982,1982,183
HUM00012843,47.4333,19.1833,138.0,,BUDAPEST/PESTSZENTLORINC,1949,2025,60265
HUM00012942,46.0,18.233,203.0,,PECS/POGANY,1973,1982,127
HUM00012982,46.25,20.1,82.0,,SZEGED,1965,2025,40820
ICM00004018,63.9806,-22.595,52.0,,KEFLAVIKURFLUGVOLLUR,1946,2025,70012
ICM00004089,65.2833,-14.4,23.0,,EGILSSTADIR,1996,2024,3205
ICXUAE05424,65.7,-18.0,4.0,,AKUREYRI,1909,1928,271
ICXUAE05425,64.13,-21.9,61.0,,REYKJAVIK,1921,1939,270
IDM00096009,5.1833,97.1333,87.0,,LHOKSEUMAWE/MALIKUSSALEH,1983,2025,29281
IDM00096011,5.5167,95.4167,21.0,,BANDA ACEH/BLANG BINTANG,1973,2025,31973
IDM00096015,4.25,96.1167,90.0,,MEULABOH/CUT NYAK DHIEN,1995,2025,14247
IDM00096035,3.6403,98.8786,25.0,,KUALANAMU MEDAN,1973,2025,51377
IDM00096073,1.55,98.8833,3.0,,SIBOLGA/PINANGSORI,1973,2025,27665
IDM00096075,1.2667,97.6,6.0,,GUNUNG SITOLI/BINAKA,1989,2025,17201
IDM00096091,0.9167,104.5333,18.0,,TANJUNG PINANG/KIJANG,1975,2025,25190
IDM00096109,0.4667,101.45,31.0,,PEKAN BARU/SIMPANGTIGA,1973,2025,27371
IDM00096145,3.2,106.25,3.0,,TAREMPA,1980,2025,15399
IDM00096147,3.95,108.3833,2.0,,RANAI,1978,2025,29305
IDM00096163,-0.7883,100.2808,3.0,,MIA PADANG,1973,2025,44278
IDM00096171,-0.3333,102.3167,46.0,,RENGAT/JAPURA,1975,2025,19583
IDM00096179,-0.4833,104.5833,31.0,,SINGKEP/DABO,1978,2025,26254
IDM00096195,-1.6333,103.65,25.0,,JAMBI/SULTAN TAHA,1973,2025,15218
IDM00096207,-2.0939,101.4698,782.0,,KERINCI/DEPATI PARBO,2007,2024,1455
IDM00096221,-2.9,104.7,10.0,,PALEMBANG/ST. M. BADARUDIN II,1973,2025,33065
IDM00096237,-2.1667,106.1333,33.0,,PANGKAL PINANG,1973,2025,38764
IDM00096249,-2.75,107.75,44.0,,TANJUNG PANDAN/BULUH TUMBANG,1975,2025,18236
IDM00096253,-3.8833,102.3333,16.0,,BENGKULU/PADANG KEMILING,1973,2025,33432
IDM00096273,-4.45,105.183,19.0,,MENGGALA/ASTRA KSET,1976,1979,181
IDM00096295,-5.1,105.1833,96.0,,TANJUNG KARANG/RADIN INTEN II,1976,2024,26088
IDM00096509,3.3333,117.5667,6.0,,TARAKAN/JUWATA,1973,2025,17435
IDM00096529,2.1167,117.45,26.0,,TANJUNG REDEP/KALIMARAU,1996,2024,6149
IDM00096535,1.7667,109.3,15.0,,PALOH,1997,2025,5786
IDM00096565,0.8833,112.9333,53.0,,PUTUSSIBAU/PAGSUMA,1998,2025,3238
IDM00096581,-0.15,109.4,3.0,,PONTIANAK/SUPADIO,1974,2025,26446
IDM00096595,-0.95,114.9,60.0,,MUARA TEWEH/BERINGIN,1994,2024,8384
IDM00096607,-0.4844,117.1569,3.0,,SAMARINDA/TEMINDUNG,1993,2024,5683
IDM00096633,-1.2667,116.9,3.0,,BALIKPAPAN/SEPINGGAN,1973,2025,24666
IDM00096645,-2.7,111.7,25.0,,PANGKALAN BUN/ISKANDAR,1983,2025,19134
IDM00096655,-2.225,113.9428,27.0,,PALANGKA RAYA/TJILIK RIWUT,1984,2025,12836
IDM00096685,-3.4333,114.75,20.0,,BANJARMASIN/SYAMSUDIN NOOR,1973,2025,27145
IDM00096737,-6.1167,106.1333,40.0,,SERANG,1984,2025,13615
IDM00096739,-6.2333,106.65,46.0,,CURUG/BUDIARTO,1975,2025,18800
IDM00096749,-6.1167,106.65,8.0,,JAKARTA/SOEKARNO-HATTA,1909,2025,51601
IDM00096755,-6.55,106.9,171.0,,USAF-DS3-673,1978,1984,2008
IDM00096773,-6.55,107.667,110.0,,KALIJATI,1975,1993,1040
IDM00096781,-6.9,107.583,740.0,,BANDUNG/HUSEIN,1961,1989,2478
IDM00096791,-6.75,108.2667,50.0,,CIREBON/JATIWANGI,1984,2025,24044
IDM00096797,-6.85,109.15,10.0,,TEGAL,1983,2025,25604
IDM00096801,-7.333,108.25,335.0,,CIBEUREM/TASIK(AFB),1976,1994,625
IDM00096805,-7.7333,109.0167,6.0,,CILACAP,1973,2025,29214
IDM00096839,-6.9833,110.3833,3.0,,SEMARANG/AHMAD YANI,1973,2025,37245
IDM00096845,-7.5167,110.75,0.0,,SURAKARTA/ADISUMARM,1973,1989,3567
IDM00096853,-7.783,110.433,107.0,,ADISUCIPTO/JOGYAKAR,1973,1993,3047
IDM00096881,-7.617,111.517,110.0,,MADIUN/ISWAHYUD AFB,1973,1993,3443
IDM00096925,-5.85,112.6333,3.0,,SANGKAPURA (BAWEAN IS.),1973,2025,24492
IDM00096935,-7.3772,112.7939,3.0,,JUANDA SURABAYA,1957,2025,47747
IDM00096947,-7.967,112.7,526.0,,MALANG/ABDUL (AFB),1977,1993,586
IDM00096973,-7.05,113.9667,3.0,,KALIANGET (MADURA IS),1983,2025,23800
IDM00096987,-8.2167,114.3833,5.0,,BANYUWANGI,1986,2025,21696
IDM00097008,3.5833,125.4667,38.0,,NAHA/TAHUNA,1990,2024,11143
IDM00097014,1.5333,124.9167,80.0,,MENADO/ SAM RATULANGI,1973,2025,40435
IDM00097028,1.0167,120.8,2.0,,TOLI-TOLI/LALOS,1985,2025,20451
IDM00097048,0.5167,123.0667,2.0,,GORONTALO/JALALUDDIN,1976,2025,16364
IDM00097072,-0.6833,119.7333,6.0,,PALU/MUTIARA,1975,2025,36013
IDM00097086,-1.0405,122.7709,17.0,,LUWUK/BUBUNG,1991,2025,11976
IDM00097096,-1.3833,120.7333,2.0,,POSO/KASIGUNCU,1984,2025,8497
IDM00097120,-3.5,119.0,8.0,,MAJENE,1996,2025,10984
IDM00097146,-4.1,122.433,50.0,,KENDARI/WOLTER MONG,1973,1992,1064
IDM00097180,-5.0667,119.55,14.0,,UJUNG PANDANG/HASANUDDIN,1973,2025,46768
IDM00097192,-5.4667,122.6167,2.0,,BAU-BAU/BETO AMBARI,1992,2025,13849
IDM00097230,-8.75,115.1667,1.0,,DENPASAR/NGURAH RAI,1973,2025,42557
IDM00097240,-8.55,116.0833,3.0,,PRAYA LOMBOK,1979,2025,27456
IDM00097260,-8.4333,117.4167,3.0,,SUMBAWA BESAR/BRANGBIJI,1976,2025,22554
IDM00097270,-8.55,118.7,2.0,,BIMA/M.SALAHUDDIN,1989,2025,25676
IDM00097300,-8.6333,122.25,3.0,,MAUMERE/WAI OTI,1979,2025,25260
IDM00097340,-9.6667,120.3333,12.0,,WAINGAPU/MAU HAU,1974,2025,39197
IDM00097372,-10.1667,123.6667,108.0,,KUPANG/ELTARI,1973,2025,37518
IDM00097430,0.7667,127.3667,23.0,,TERNATE/BABULLAH,1983,2025,18625
IDM00097460,-0.6333,127.5,3.0,,LABUHA/OESMAN SADIK,1996,2025,9343
IDM00097502,-0.8939,131.2858,3.0,,DEO SORONG,1987,2025,11707
IDM00097530,-0.8833,134.05,3.0,,MANOKWARI/RENDANI,1992,2024,6693
IDM00097560,-1.1833,136.1167,11.0,,BIAK/FRANS KAISIEPO,1973,2025,32230
IDM00097600,-2.0833,126.0,2.0,,SANANA,1980,2025,14291
IDM00097686,-4.0667,138.95,1660.0,,WAMENA,1991,2025,5985
IDM00097690,-2.5667,140.4833,99.0,,JAYAPURA/SENTANI,1973,2025,7150
IDM00097724,-3.7,128.0833,12.0,,AMBON/PATTIMURA,1978,2025,34193
IDM00097748,-3.8,130.8333,3.0,,GESER,1984,2025,17136
IDM00097760,-3.6667,133.75,3.0,,KAIMANA/UTAROM,1993,2023,3729
IDM00097810,-5.6833,132.75,12.0,,TUAL/DUMATUBUN,1979,2025,16570
IDM00097876,-6.1,140.3,16.0,,TANAH MERAH,1995,2024,4335
IDM00097900,-7.9833,131.3,24.0,,SAUMLAKI/OLILIT,1978,2025,36099
IDM00097980,-8.4667,140.3833,3.0,,MERAUKE/MOPAH,1987,2025,18125
INM00042027,34.0833,74.8333,1585.0,,SRINAGAR,1962,2025,26465
INM00042056,32.6667,74.8333,318.0,,JAMMU,2015,2025,2795
INM00042071,31.6333,74.8667,229.0,,AMRITSAR,1957,2022,2901
